# Time (s),Altitude (m),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Angle of attack (°),Mass (g),Motor mass (g),Drag force (N),Drag coefficient (​),Air temperature (°C),Air pressure (mbar),Mach number (​)
223.598,1714.583,47.463,0.117,287.692,0.943,287.693,NaN,4.67E+04,0,462.077,13.028,-0.22,762.074,0.143
224.098,1690.886,47.405,0.117,286.694,0.943,286.696,NaN,4.67E+04,0,462.062,13.028,-0.066,764.354,0.143
224.598,1667.219,47.347,0.125,285.698,0.943,285.699,NaN,4.67E+04,0,462.053,13.028,0.088,766.632,0.143
225.098,1643.581,47.288,0.116,284.709,0.942,284.711,NaN,4.67E+04,0,462.025,13.028,0.241,768.908,0.143
225.598,1619.971,47.231,0.119,283.729,0.942,283.731,NaN,4.67E+04,0,462.007,13.028,0.395,771.18,0.142
226.098,1596.391,47.173,0.123,282.755,0.942,282.756,NaN,4.67E+04,0,461.988,13.028,0.548,773.45,0.142
226.598,1572.838,47.115,0.114,281.791,0.941,281.792,NaN,4.67E+04,0,461.958,13.028,0.701,775.717,0.142
227.098,1549.315,47.059,0.113,280.831,0.941,280.832,NaN,4.67E+04,0,461.933,13.028,0.854,777.981,0.142
227.598,1525.819,47.002,0.113,279.871,0.941,279.872,NaN,4.67E+04,0,461.91,13.028,1.007,780.243,0.141
228.098,1502.352,46.946,0.117,278.911,0.94,278.912,NaN,4.67E+04,0,461.887,13.028,1.159,782.502,0.141
228.099,1502.305,46.946,178.21,278.909,0.94,278.91,NaN,4.67E+04,0,8773.646,247.466,1.16,782.506,0.141
228.104,1502.044,45.947,170.284,278.898,0.94,278.9,NaN,4.67E+04,0,8403.748,247.466,1.161,782.531,0.138
228.11,1501.778,44.948,162.529,278.887,0.94,278.888,NaN,4.67E+04,0,8041.81,247.466,1.163,782.557,0.135
228.116,1501.505,43.948,154.944,278.875,0.94,278.876,NaN,4.67E+04,0,7687.837,247.466,1.165,782.583,0.132
228.123,1501.224,42.949,147.53,278.863,0.94,278.864,NaN,4.67E+04,0,7341.83,247.466,1.167,782.61,0.129
228.129,1500.937,41.95,140.287,278.85,0.94,278.851,NaN,4.67E+04,0,7003.789,247.466,1.168,782.638,0.126
228.137,1500.642,40.951,133.214,278.836,0.94,278.837,NaN,4.67E+04,0,6673.715,247.466,1.17,782.666,0.123
228.144,1500.339,39.953,126.312,278.822,0.94,278.823,NaN,4.67E+04,0,6351.61,247.466,1.172,782.695,0.12
228.152,1500.027,38.954,119.581,278.806,0.94,278.808,NaN,4.67E+04,0,6037.467,247.466,1.174,782.725,0.117
228.16,1499.705,37.955,113.02,278.79,0.94,278.792,NaN,4.67E+04,0,5731.275,247.466,1.176,782.756,0.114
228.169,1499.374,36.956,106.63,278.773,0.94,278.775,NaN,4.67E+04,0,5433.053,247.466,1.179,782.788,0.111
228.179,1499.033,35.958,100.411,278.755,0.94,278.757,NaN,4.67E+04,0,5142.802,247.466,1.181,782.821,0.108
228.189,1498.68,34.959,94.363,278.736,0.94,278.738,NaN,4.67E+04,0,4860.525,247.466,1.183,782.855,0.105
228.199,1498.316,33.961,88.485,278.716,0.94,278.718,NaN,4.67E+04,0,4586.221,247.466,1.185,782.89,0.102
228.21,1497.938,32.962,82.778,278.695,0.94,278.696,NaN,4.67E+04,0,4319.861,247.466,1.188,782.926,0.099
228.223,1497.547,31.963,77.241,278.672,0.94,278.673,NaN,4.67E+04,0,4061.463,247.466,1.19,782.964,0.096
228.236,1497.14,30.965,71.875,278.647,0.94,278.649,NaN,4.67E+04,0,3811.031,247.466,1.193,783.003,0.093
228.249,1496.717,29.967,66.679,278.621,0.94,278.622,NaN,4.67E+04,0,3568.564,247.466,1.196,783.044,0.09
228.264,1496.276,28.968,61.655,278.592,0.94,278.594,NaN,4.67E+04,0,3334.069,247.466,1.199,783.086,0.087
228.281,1495.815,27.97,56.801,278.562,0.94,278.563,NaN,4.67E+04,0,3107.541,247.466,1.202,783.131,0.084
228.298,1495.333,26.972,52.118,278.528,0.94,278.53,NaN,4.67E+04,0,2888.981,247.466,1.205,783.177,0.081
228.317,1494.826,25.974,47.606,278.492,0.94,278.494,NaN,4.67E+04,0,2678.41,247.466,1.208,783.226,0.078
228.338,1494.292,24.976,43.265,278.453,0.94,278.455,NaN,4.67E+04,0,2475.817,247.466,1.212,783.277,0.075
228.362,1493.728,23.979,39.095,278.41,0.94,278.412,NaN,4.67E+04,0,2281.191,247.466,1.215,783.332,0.072
228.387,1493.13,22.981,35.095,278.363,0.94,278.365,NaN,4.67E+04,0,2094.528,247.466,1.219,783.389,0.069
228.416,1492.491,21.983,31.266,278.311,0.94,278.312,NaN,4.67E+04,0,1915.804,247.466,1.223,783.451,0.066
228.448,1491.806,20.986,27.606,278.253,0.94,278.254,NaN,4.67E+04,0,1745.021,247.466,1.228,783.517,0.063
228.484,1491.067,19.988,24.118,278.187,0.94,278.189,NaN,4.67E+04,0,1582.234,247.466,1.233,783.588,0.06
228.525,1490.263,18.991,20.798,278.113,0.94,278.114,NaN,4.67E+04,0,1427.3,247.466,1.238,783.665,0.057
228.573,1489.377,17.995,17.65,278.027,0.94,278.029,NaN,4.67E+04,0,1280.375,247.466,1.244,783.75,0.054
228.63,1488.391,16.999,14.673,277.927,0.94,277.929,NaN,4.67E+04,0,1141.469,247.466,1.25,783.845,0.051
228.698,1487.273,16.005,11.868,277.807,0.94,277.808,NaN,4.67E+04,0,1010.564,247.466,1.257,783.953,0.048
228.782,1485.975,15.013,9.234,277.658,0.94,277.659,NaN,4.67E+04,0,887.631,247.466,1.266,784.078,0.045
228.891,1484.415,14.021,6.77,277.465,0.94,277.467,NaN,4.67E+04,0,772.652,247.466,1.276,784.228,0.042
229.038,1482.434,13.031,4.478,277.201,0.94,277.203,NaN,4.67E+04,0,665.661,247.466,1.289,784.419,0.039
229.262,1479.663,12.041,2.369,276.802,0.94,276.803,NaN,4.67E+04,0,566.861,247.466,1.307,784.685,0.036
229.684,1474.847,11.073,0.418,276.027,0.94,276.029,NaN,4.67E+04,0,476.105,247.466,1.338,785.149,0.033
230.184,1469.443,10.871,0.055,275.081,0.94,275.083,NaN,4.67E+04,0,458.369,247.466,1.373,785.669,0.032
230.684,1464.096,10.85,0.145,274.136,0.94,274.138,NaN,4.67E+04,0,457.16,247.466,1.408,786.184,0.032
231.184,1458.754,10.833,0.115,273.214,0.94,273.216,NaN,4.67E+04,0,456.976,247.466,1.443,786.698,0.032
231.684,1453.414,10.84,0.187,272.296,0.94,272.298,NaN,4.67E+04,0,457.084,247.466,1.477,787.212,0.032
232.184,1448.076,10.853,0.358,271.34,0.94,271.342,NaN,4.67E+04,0,457.484,247.466,1.512,787.726,0.032
232.684,1442.739,10.882,0.255,270.316,0.94,270.318,NaN,4.67E+04,0,456.972,247.466,1.547,788.239,0.032
233.184,1437.405,10.906,0.266,269.216,0.939,269.218,NaN,4.67E+04,0,457.115,247.466,1.581,788.753,0.032
233.684,1432.071,10.877,0.291,268.117,0.939,268.119,NaN,4.67E+04,0,457.18,247.466,1.616,789.266,0.032
234.184,1426.739,10.846,0.128,267.088,0.939,267.089,NaN,4.67E+04,0,456.827,247.466,1.651,789.78,0.032
234.684,1421.408,10.833,0.111,266.111,0.939,266.112,NaN,4.67E+04,0,456.959,247.466,1.685,790.293,0.032
235.184,1416.078,10.841,0.395,265.136,0.939,265.137,NaN,4.67E+04,0,457.667,247.466,1.72,790.806,0.032
235.684,1410.75,10.872,0.184,264.098,0.939,264.099,NaN,4.67E+04,0,456.768,247.466,1.755,791.319,0.032
236.184,1405.424,10.891,0.01,262.987,0.939,262.989,NaN,4.67E+04,0,456.847,247.466,1.789,791.831,0.032
236.684,1400.098,10.891,0.056,261.852,0.939,261.854,NaN,4.67E+04,0,456.955,247.466,1.824,792.344,0.032
237.184,1394.773,10.882,0.274,260.723,0.939,260.725,NaN,4.67E+04,0,457.296,247.466,1.858,792.856,0.032
237.684,1389.45,10.85,0.131,259.635,0.939,259.637,NaN,4.67E+04,0,456.868,247.466,1.893,793.369,0.032
238.184,1384.129,10.836,0.011,258.597,0.939,258.599,NaN,4.67E+04,0,456.902,247.466,1.928,793.881,0.032
238.684,1378.808,10.833,0.21,257.577,0.939,257.579,NaN,4.67E+04,0,457.156,247.466,1.962,794.393,0.032
239.184,1373.489,10.81,0.018,256.585,0.939,256.587,NaN,4.67E+04,0,456.859,247.466,1.997,794.905,0.032
239.684,1368.171,10.807,0.15,255.621,0.938,255.623,NaN,4.67E+04,0,457.064,247.466,2.031,795.441,0.032
240.184,1362.855,10.791,0.036,254.678,0.938,254.68,NaN,4.67E+04,0,456.929,247.466,2.066,795.979,0.032
240.684,1357.54,10.791,0.14,253.75,0.938,253.752,NaN,4.67E+04,0,457.061,247.466,2.1,796.517,0.032
241.184,1352.227,10.8,0.401,252.799,0.938,252.801,NaN,4.67E+04,0,457.699,247.466,2.135,797.055,0.032
241.684,1346.916,10.832,0.198,251.781,0.938,251.783,NaN,4.67E+04,0,456.798,247.466,2.17,797.592,0.032
242.184,1341.606,10.812,0.054,250.737,0.938,250.739,NaN,4.67E+04,0,456.873,247.466,2.204,798.13,0.032
242.684,1336.297,10.816,0.034,249.712,0.938,249.714,NaN,4.67E+04,0,456.962,247.466,2.239,798.667,0.032
243.184,1330.99,10.81,0.223,248.684,0.938,248.685,NaN,4.67E+04,0,457.208,247.466,2.273,799.204,0.032
243.684,1325.684,10.827,0.26,247.632,0.938,247.634,NaN,4.67E+04,0,457.181,247.466,2.308,799.741,0.032
244.184,1320.379,10.799,0.042,246.585,0.938,246.587,NaN,4.67E+04,0,456.825,247.466,2.342,800.278,0.032
244.684,1315.076,10.794,0.057,245.576,0.938,245.578,NaN,4.67E+04,0,456.973,247.466,2.377,800.815,0.032
245.184,1309.774,10.786,0.294,244.579,0.938,244.581,NaN,4.67E+04,0,457.381,247.466,2.411,801.352,0.032
245.684,1304.474,10.809,0.164,243.552,0.938,243.554,NaN,4.67E+04,0,456.913,247.466,2.445,801.888,0.032
246.184,1299.176,10.824,0.132,242.469,0.937,242.471,NaN,4.67E+04,0,456.982,247.466,2.48,802.424,0.032
246.684,1293.879,10.808,0.272,241.381,0.937,241.383,NaN,4.67E+04,0,457.28,247.466,2.514,802.96,0.032
247.184,1288.583,10.778,0.367,240.344,0.937,240.346,NaN,4.67E+04,0,457.447,247.466,2.549,803.496,0.032
247.684,1283.29,10.74,0.106,239.387,0.937,239.389,NaN,4.67E+04,0,456.722,247.466,2.583,804.032,0.032
248.184,1277.997,10.732,0.132,238.489,0.937,238.491,NaN,4.67E+04,0,457.013,247.466,2.618,804.568,0.032
248.684,1272.705,10.718,0.216,237.621,0.937,237.623,NaN,4.67E+04,0,457.162,247.466,2.652,805.104,0.032
249.184,1267.415,10.732,0.188,236.742,0.937,236.744,NaN,4.67E+04,0,457.044,247.466,2.686,805.639,0.032
249.684,1262.127,10.746,0.095,235.813,0.937,235.814,NaN,4.67E+04,0,456.934,247.466,2.721,806.174,0.032
250.184,1256.839,10.736,0.272,234.872,0.937,234.873,NaN,4.67E+04,0,457.309,247.466,2.755,806.709,0.032
250.684,1251.554,10.756,0.253,233.909,0.937,233.91,NaN,4.67E+04,0,457.122,247.466,2.789,807.244,0.032
251.184,1246.27,10.777,0.354,232.88,0.937,232.882,NaN,4.67E+04,0,457.424,247.466,2.824,807.779,0.032
251.684,1240.987,10.809,0.071,231.775,0.937,231.777,NaN,4.67E+04,0,456.713,247.466,2.858,808.314,0.032
252.184,1235.706,10.802,0.184,230.635,0.937,230.637,NaN,4.67E+04,0,457.105,247.466,2.892,808.848,0.032
252.684,1230.426,10.78,0.177,229.527,0.936,229.529,NaN,4.67E+04,0,457.054,247.466,2.927,809.383,0.032
253.184,1225.147,10.795,0.088,228.42,0.936,228.422,NaN,4.67E+04,0,456.941,247.466,2.961,809.917,0.032
253.684,1219.87,10.784,0.178,227.302,0.936,227.304,NaN,4.67E+04,0,457.106,247.466,2.995,810.451,0.032
254.184,1214.594,10.762,0.004,226.217,0.936,226.219,NaN,4.67E+04,0,456.91,247.466,3.03,810.985,0.032
254.684,1209.319,10.761,0.032,225.154,0.936,225.156,NaN,4.67E+04,0,456.982,247.466,3.064,811.519,0.032
255.184,1204.045,10.761,0.248,224.087,0.936,224.089,NaN,4.67E+04,0,457.275,247.466,3.098,812.053,0.032
255.684,1198.774,10.782,0.236,222.985,0.936,222.987,NaN,4.67E+04,0,457.106,247.466,3.132,812.587,0.032
256.184,1193.504,10.755,0.371,221.882,0.936,221.884,NaN,4.67E+04,0,457.502,247.466,3.167,813.12,0.032
256.684,1188.236,10.715,0.3,220.854,0.936,220.856,NaN,4.67E+04,0,457.097,247.466,3.201,813.653,0.032
257.184,1182.969,10.687,0.019,219.91,0.936,219.912,NaN,4.67E+04,0,456.766,247.466,3.235,814.186,0.032
257.684,1177.703,10.688,0.13,219.002,0.936,219.004,NaN,4.67E+04,0,457.051,247.466,3.269,814.719,0.032
258.184,1172.438,10.696,0.191,218.075,0.936,218.077,NaN,4.67E+04,0,457.123,247.466,3.304,815.252,0.032
258.684,1167.175,10.71,0.211,217.108,0.936,217.11,NaN,4.67E+04,0,457.117,247.466,3.338,815.785,0.032
259.184,1161.913,10.727,0.037,216.091,0.935,216.093,NaN,4.67E+04,0,456.886,247.466,3.372,816.317,0.032
259.684,1156.652,10.722,0.247,215.052,0.935,215.054,NaN,4.67E+04,0,457.27,247.466,3.406,816.85,0.032
260.184,1151.393,10.742,0.093,213.986,0.935,213.988,NaN,4.67E+04,0,456.889,247.466,3.44,817.382,0.032
260.684,1146.135,10.732,0.023,212.902,0.935,212.904,NaN,4.67E+04,0,456.961,247.466,3.475,817.914,0.032
261.184,1140.878,10.731,0.151,211.826,0.935,211.828,NaN,4.67E+04,0,457.09,247.466,3.509,818.446,0.032
261.684,1135.623,10.713,0.019,210.766,0.935,210.768,NaN,4.67E+04,0,456.939,247.466,3.543,818.978,0.032
262.184,1130.369,10.713,0.031,209.723,0.935,209.725,NaN,4.67E+04,0,456.988,247.466,3.577,819.51,0.032
262.684,1125.117,10.707,0.195,208.681,0.935,208.683,NaN,4.67E+04,0,457.17,247.466,3.611,820.042,0.032
263.184,1119.865,10.723,0.044,207.619,0.935,207.621,NaN,4.67E+04,0,456.912,247.466,3.645,820.573,0.031
263.684,1114.616,10.717,0.128,206.538,0.935,206.54,NaN,4.67E+04,0,457.058,247.466,3.679,821.105,0.031
264.184,1109.367,10.727,0.25,205.447,0.935,205.449,NaN,4.67E+04,0,457.246,247.466,3.714,821.636,0.031
264.684,1104.121,10.698,0.425,204.37,0.935,204.373,NaN,4.67E+04,0,457.701,247.466,3.748,822.167,0.031
265.184,1098.876,10.652,0.251,203.378,0.935,203.381,NaN,4.67E+04,0,456.88,247.466,3.782,822.698,0.031
265.684,1093.633,10.631,0.175,202.471,0.934,202.473,NaN,4.67E+04,0,456.975,247.466,3.816,823.228,0.031
266.184,1088.391,10.644,0.214,201.573,0.934,201.575,NaN,4.67E+04,0,457.133,247.466,3.85,823.759,0.031
266.684,1083.15,10.66,0.006,200.626,0.934,200.628,NaN,4.67E+04,0,456.886,247.466,3.884,824.29,0.031
267.184,1077.91,10.659,0.145,199.652,0.934,199.654,NaN,4.67E+04,0,457.084,247.466,3.918,824.82,0.031
267.684,1072.671,10.643,0.013,198.696,0.934,198.698,NaN,4.67E+04,0,456.948,247.466,3.952,825.35,0.031
268.184,1067.433,10.642,0.143,197.756,0.934,197.758,NaN,4.67E+04,0,457.086,247.466,3.986,825.88,0.031
268.684,1062.197,10.626,0.191,196.832,0.934,196.834,NaN,4.67E+04,0,457.122,247.466,4.02,826.41,0.031
269.184,1056.962,10.607,0.443,195.95,0.934,195.952,NaN,4.67E+04,0,457.852,247.466,4.054,826.94,0.031
269.684,1051.73,10.639,0.004,195.036,0.934,195.039,NaN,4.67E+04,0,456.552,247.466,4.088,827.47,0.031
270.184,1046.499,10.641,0.085,194.067,0.934,194.07,NaN,4.67E+04,0,457,247.466,4.122,827.999,0.031
270.684,1041.269,10.631,0.171,193.109,0.934,193.111,NaN,4.67E+04,0,457.116,247.466,4.156,828.529,0.031
271.184,1036.039,10.613,0.008,192.182,0.934,192.184,NaN,4.67E+04,0,456.932,247.466,4.19,829.058,0.031
271.684,1030.811,10.611,0.101,191.276,0.934,191.278,NaN,4.67E+04,0,457.044,247.466,4.224,829.587,0.031
272.184,1025.584,10.617,0.056,190.356,0.934,190.359,NaN,4.67E+04,0,456.988,247.466,4.258,830.116,0.031
272.684,1020.359,10.61,0.071,189.431,0.933,189.433,NaN,4.67E+04,0,457.015,247.466,4.292,830.645,0.031
273.184,1015.135,10.613,0.212,188.504,0.933,188.506,NaN,4.67E+04,0,457.204,247.466,4.326,831.174,0.031
273.684,1009.912,10.629,0.068,187.541,0.933,187.543,NaN,4.67E+04,0,456.919,247.466,4.36,831.702,0.031
274.184,1004.691,10.634,0.128,186.543,0.933,186.546,NaN,4.67E+04,0,457.062,247.466,4.394,832.231,0.031
274.684,999.471,10.643,0.005,185.521,0.933,185.524,NaN,4.67E+04,0,456.961,247.466,4.428,832.759,0.031
275.184,994.252,10.641,0.025,184.483,0.933,184.485,NaN,4.67E+04,0,456.999,247.466,4.462,833.287,0.031
275.684,989.035,10.636,0.077,183.448,0.933,183.45,NaN,4.67E+04,0,457.025,247.466,4.496,833.815,0.031
276.184,983.819,10.626,0.067,182.425,0.933,182.427,NaN,4.67E+04,0,457.01,247.466,4.53,834.343,0.031
276.684,978.604,10.63,0.147,181.403,0.933,181.405,NaN,4.67E+04,0,457.091,247.466,4.564,834.871,0.031
277.184,973.391,10.613,0.092,180.391,0.933,180.394,NaN,4.67E+04,0,456.994,247.466,4.597,835.399,0.031
277.684,968.179,10.619,0.117,179.387,0.933,179.389,NaN,4.67E+04,0,457.043,247.466,4.631,835.926,0.031
278.184,962.968,10.605,0.064,178.385,0.933,178.387,NaN,4.67E+04,0,456.992,247.466,4.665,836.454,0.031
278.684,957.758,10.609,0.194,177.39,0.933,177.392,NaN,4.67E+04,0,457.167,247.466,4.699,836.981,0.031
279.184,952.55,10.588,0.176,176.411,0.932,176.413,NaN,4.67E+04,0,457.065,247.466,4.733,837.508,0.031
279.684,947.344,10.57,0.065,175.478,0.932,175.481,NaN,4.67E+04,0,456.952,247.466,4.767,838.035,0.031
280.184,942.139,10.574,0.177,174.559,0.932,174.562,NaN,4.67E+04,0,457.141,247.466,4.801,838.562,0.031
280.684,936.935,10.586,0.354,173.61,0.932,173.613,NaN,4.67E+04,0,457.534,247.466,4.834,839.089,0.031
281.184,931.733,10.615,0.326,172.595,0.932,172.597,NaN,4.67E+04,0,457.23,247.466,4.868,839.615,0.031
281.684,926.532,10.647,0.171,171.494,0.932,171.497,NaN,4.67E+04,0,456.885,247.466,4.902,840.142,0.031
282.184,921.333,10.628,0.125,170.375,0.932,170.377,NaN,4.67E+04,0,456.997,247.466,4.936,840.668,0.031
282.684,916.134,10.613,0.055,169.292,0.932,169.295,NaN,4.67E+04,0,456.98,247.466,4.97,841.194,0.031
283.184,910.937,10.605,0.414,168.232,0.932,168.234,NaN,4.67E+04,0,457.806,247.466,5.003,841.72,0.031
283.684,905.741,10.56,0.26,167.23,0.932,167.233,NaN,4.67E+04,0,456.951,247.466,5.037,842.246,0.031
284.184,900.548,10.583,0.038,166.248,0.932,166.25,NaN,4.67E+04,0,456.839,247.466,5.071,842.772,0.031
284.684,895.355,10.586,0.018,165.228,0.932,165.231,NaN,4.67E+04,0,456.996,247.466,5.105,843.297,0.031
285.184,890.162,10.582,0.238,164.206,0.932,164.209,NaN,4.67E+04,0,457.278,247.466,5.138,843.823,0.031
285.684,884.971,10.602,0.158,163.156,0.932,163.159,NaN,4.67E+04,0,456.998,247.466,5.172,844.348,0.031
286.184,879.782,10.584,0.1,162.097,0.931,162.099,NaN,4.67E+04,0,456.995,247.466,5.206,844.874,0.031
286.684,874.594,10.592,0.051,161.044,0.931,161.047,NaN,4.67E+04,0,456.996,247.466,5.24,845.399,0.031
287.184,869.406,10.595,0.008,159.973,0.931,159.976,NaN,4.67E+04,0,457.012,247.466,5.273,845.942,0.031
287.684,864.22,10.593,0.255,158.894,0.931,158.897,NaN,4.67E+04,0,457.331,247.466,5.307,846.494,0.031
288.184,859.036,10.563,0.207,157.847,0.931,157.85,NaN,4.67E+04,0,457.082,247.466,5.341,847.045,0.031
288.684,853.854,10.542,0.021,156.858,0.931,156.86,NaN,4.67E+04,0,456.926,247.466,5.374,847.597,0.031
289.184,848.672,10.542,0.032,155.891,0.931,155.894,NaN,4.67E+04,0,457.026,247.466,5.408,848.148,0.031
289.684,843.491,10.542,0.362,154.918,0.931,154.921,NaN,4.67E+04,0,457.651,247.466,5.442,848.699,0.031
290.184,838.313,10.571,0.187,153.897,0.931,153.899,NaN,4.67E+04,0,456.902,247.466,5.475,849.25,0.031
290.684,833.136,10.59,0.102,152.806,0.931,152.809,NaN,4.67E+04,0,456.98,247.466,5.509,849.8,0.031
291.184,827.96,10.578,0.038,151.705,0.931,151.708,NaN,4.67E+04,0,457.007,247.466,5.543,850.351,0.031
291.684,822.785,10.579,0.323,150.612,0.931,150.615,NaN,4.67E+04,0,457.515,247.466,5.576,850.901,0.031
292.184,817.612,10.542,0.021,149.555,0.931,149.558,NaN,4.67E+04,0,456.797,247.466,5.61,851.452,0.031
292.684,812.441,10.539,0.151,148.54,0.93,148.543,NaN,4.67E+04,0,457.126,247.466,5.644,852.002,0.031
293.184,807.27,10.551,0.017,147.51,0.93,147.513,NaN,4.67E+04,0,456.979,247.466,5.677,852.552,0.031
293.684,802.1,10.547,0.294,146.463,0.93,146.465,NaN,4.67E+04,0,457.434,247.466,5.711,853.102,0.031
294.184,796.932,10.514,0.043,145.454,0.93,145.457,NaN,4.67E+04,0,456.847,247.466,5.744,853.651,0.031
294.684,791.766,10.518,0.045,144.477,0.93,144.48,NaN,4.67E+04,0,457.027,247.466,5.778,854.201,0.031
295.184,786.601,10.511,0.209,143.5,0.93,143.503,NaN,4.67E+04,0,457.239,247.466,5.812,854.75,0.031
295.684,781.437,10.527,0.015,142.503,0.93,142.506,NaN,4.67E+04,0,456.933,247.466,5.845,855.3,0.031
296.184,776.274,10.524,0.241,141.481,0.93,141.484,NaN,4.67E+04,0,457.306,247.466,5.879,855.849,0.031
296.684,771.113,10.544,0.176,140.431,0.93,140.434,NaN,4.67E+04,0,457.045,247.466,5.912,856.398,0.031
297.184,765.953,10.524,0.365,139.373,0.93,139.376,NaN,4.67E+04,0,457.587,247.466,5.946,856.947,0.031
297.684,760.795,10.485,0.169,138.382,0.93,138.385,NaN,4.67E+04,0,456.865,247.466,5.979,857.495,0.031
298.184,755.639,10.47,0.041,137.458,0.93,137.461,NaN,4.67E+04,0,456.963,247.466,6.013,858.044,0.031
298.684,750.483,10.464,0.307,136.56,0.93,136.563,NaN,4.67E+04,0,457.48,247.466,6.046,858.592,0.031
299.184,745.328,10.487,0.066,135.629,0.929,135.633,NaN,4.67E+04,0,456.844,247.466,6.08,859.141,0.031
299.684,740.176,10.492,0.131,134.652,0.929,134.655,NaN,4.67E+04,0,457.098,247.466,6.113,859.689,0.031
300.184,735.024,10.502,0.104,133.65,0.929,133.653,NaN,4.67E+04,0,457.046,247.466,6.147,860.237,0.031
300.684,729.873,10.49,0.011,132.644,0.929,132.648,NaN,4.67E+04,0,457.011,247.466,6.18,860.785,0.031
301.184,724.723,10.486,0.227,131.653,0.929,131.656,NaN,4.67E+04,0,457.278,247.466,6.214,861.332,0.031
301.684,719.575,10.462,0.236,130.691,0.929,130.695,NaN,4.67E+04,0,457.184,247.466,6.247,861.88,0.031
302.184,714.429,10.439,0.043,129.787,0.929,129.791,NaN,4.67E+04,0,456.918,247.466,6.281,862.427,0.031
302.684,709.284,10.441,0.022,128.908,0.929,128.911,NaN,4.67E+04,0,457.031,247.466,6.314,862.975,0.031
303.184,704.14,10.437,0.039,128.025,0.929,128.029,NaN,4.67E+04,0,457.045,247.466,6.348,863.522,0.031
303.684,698.997,10.431,0.15,127.15,0.929,127.153,NaN,4.67E+04,0,457.143,247.466,6.381,864.069,0.031
304.184,693.855,10.415,0.073,126.299,0.929,126.302,NaN,4.67E+04,0,457.015,247.466,6.414,864.616,0.031
304.684,688.715,10.407,0.157,125.475,0.929,125.478,NaN,4.67E+04,0,457.147,247.466,6.448,865.163,0.031
305.184,683.576,10.417,0.417,124.641,0.929,124.644,NaN,4.67E+04,0,457.816,247.466,6.481,865.709,0.031
305.684,678.44,10.447,0.047,123.735,0.929,123.739,NaN,4.67E+04,0,456.656,247.466,6.515,866.256,0.031
306.184,673.305,10.453,0.131,122.772,0.929,122.775,NaN,4.67E+04,0,457.101,247.466,6.548,866.802,0.031
306.684,668.17,10.462,0.007,121.786,0.928,121.789,NaN,4.67E+04,0,457.002,247.466,6.581,867.348,0.031
307.184,663.036,10.46,0.128,120.784,0.928,120.788,NaN,4.67E+04,0,457.12,247.466,6.615,867.894,0.031
307.684,657.904,10.469,0.056,119.768,0.928,119.771,NaN,4.67E+04,0,457.019,247.466,6.648,868.44,0.031
308.184,652.773,10.461,0.437,118.742,0.928,118.745,NaN,4.67E+04,0,457.938,247.466,6.681,868.986,0.031
308.684,647.644,10.414,0.051,117.777,0.928,117.781,NaN,4.67E+04,0,456.625,247.466,6.715,869.531,0.031
309.184,642.517,10.42,0.077,116.861,0.928,116.865,NaN,4.67E+04,0,457.046,247.466,6.748,870.077,0.031
309.684,637.39,10.411,0.434,115.949,0.928,115.952,NaN,4.67E+04,0,457.932,247.466,6.781,870.622,0.031
310.184,632.265,10.444,0.01,114.991,0.928,114.995,NaN,4.67E+04,0,456.616,247.466,6.815,871.167,0.031
310.684,627.142,10.445,0.064,113.981,0.928,113.985,NaN,4.67E+04,0,457.046,247.466,6.848,871.712,0.031
311.184,622.018,10.449,0.175,112.963,0.928,112.967,NaN,4.67E+04,0,457.184,247.466,6.881,872.257,0.031
311.684,616.896,10.463,0.02,111.916,0.928,111.92,NaN,4.67E+04,0,456.976,247.466,6.915,872.802,0.031
312.184,611.776,10.459,0.097,110.85,0.928,110.854,NaN,4.67E+04,0,457.086,247.466,6.948,873.347,0.031
312.684,606.656,10.447,0.351,109.798,0.928,109.802,NaN,4.67E+04,0,457.607,247.466,6.981,873.891,0.031
313.184,601.539,10.408,0.392,108.802,0.928,108.806,NaN,4.67E+04,0,457.506,247.466,7.014,874.436,0.031
313.684,596.424,10.442,0.377,107.8,0.927,107.804,NaN,4.67E+04,0,457.355,247.466,7.048,874.98,0.031
314.184,591.31,10.403,0.082,106.797,0.927,106.801,NaN,4.67E+04,0,456.742,247.466,7.081,875.524,0.03
314.684,586.197,10.397,0.004,105.852,0.927,105.856,NaN,4.67E+04,0,457.02,247.466,7.114,876.068,0.03
315.184,581.084,10.395,0.039,104.916,0.927,104.92,NaN,4.67E+04,0,457.056,247.466,7.147,876.612,0.03
315.684,575.972,10.396,0.18,103.976,0.927,103.98,NaN,4.67E+04,0,457.203,247.466,7.181,877.155,0.03
316.184,570.862,10.409,0.298,103.008,0.927,103.012,NaN,4.67E+04,0,457.395,247.466,7.214,877.699,0.03
316.684,565.753,10.378,0.011,102.055,0.927,102.059,NaN,4.67E+04,0,456.847,247.466,7.247,878.242,0.03
317.184,560.646,10.378,0.029,101.138,0.927,101.142,NaN,4.67E+04,0,457.047,247.466,7.28,878.786,0.03
317.684,555.539,10.373,0.104,100.223,0.927,100.227,NaN,4.67E+04,0,457.101,247.466,7.313,879.329,0.03
318.184,550.434,10.362,0.128,99.325,0.927,99.329,NaN,4.67E+04,0,457.109,247.466,7.347,879.872,0.03
